Name,Tweet,fav_count,lang,retweets,has link,date_time
narendramodi,"Today, when we observe 100 years of the horrific Jallianwala Bagh massacre, India pays tributes to all those martyred on that fateful day. Their valour and sacrifice will never be forgotten. Their memory inspires us to work even harder to build an India they would be proud of. https://t.co/jBwZoSm41H",31148,en,False,Yes,"Sat, 13 Apr 2019 02:52:48 UTC"
narendramodi,रामनवमी के पावन पर्व पर सभी देशवासियों को हार्दिक शुभकामनाएं। जय श्रीराम!,105612,hi,False,No,"Sat, 13 Apr 2019 01:42:31 UTC"
narendramodi,"Left, Congress, fake liberals, fake NGOs, fake civil society groups, Urban Naxals and ‘Tukde Tukde gang’ desperately want to make Kerala a laboratory for their mischief. 

Till BJP is there, they won’t succeed. 

Their force will never be able to destroy our faith! https://t.co/MozpFMZINI",22322,en,False,Yes,"Fri, 12 Apr 2019 16:37:36 UTC"
narendramodi,"At a packed rally in Kozhikode, spoke about NDA’s vision for the nation and for Kerala’s development. 
Talked about efforts of the Centre to create infrastructure, help farmers and promote tourism. 

A new political narrative will emerge from Kerala, UDF and LDF will be rejected. https://t.co/CCM14ip05a",11703,en,False,Yes,"Fri, 12 Apr 2019 16:35:42 UTC"
narendramodi,"What to say of Congress and JD(S), who mark programmes of Sultans with pomp and show but will never showcase Hampi or other historical sites. https://t.co/vJ62sUDpYN",13118,en,False,Yes,"Fri, 12 Apr 2019 16:31:43 UTC"
narendramodi,2019 Lok Sabha polls are a contest between those who believe in Nation First and those dynasts who put their Family First. https://t.co/oizLl7mbAK,10370,en,False,Yes,"Fri, 12 Apr 2019 16:30:44 UTC"
narendramodi,"Congress and JD(S) would not like the sights from Gangavathi…it is BJP all the way!

Before every election either Deve Gowda Ji or Kumaraswamy Ji make ‘promises’ to quit politics if BJP wins but they never keep their word.

On the contrary, they field more family members! https://t.co/Ukm0uERp1Z",28427,en,False,Yes,"Fri, 12 Apr 2019 16:29:48 UTC"
narendramodi,जनता का नया नारा - कांग्रेस हमेशा के लिए हटाओ। https://t.co/a1QelCv127,21004,hi,False,Yes,"Fri, 12 Apr 2019 16:26:21 UTC"
narendramodi,"BJP-Shiv Sena-RPI (A) victory in Ahmednagar will be even bigger this time! 

There is no expectation from Congress but atleast a veteran like Pawar Saheb could have condemned shameful statements by JKNC leaders.

Except in the name, there is nothing nationalist about NCP. https://t.co/nPgC4lcUgU",12624,en,False,Yes,"Fri, 12 Apr 2019 16:25:36 UTC"
narendramodi,Great vibrancy in Kozhikode. Thankful to all those who’ve come to the rally to bless us. Watch. https://t.co/j82ubu8vUc,18388,en,False,Yes,"Fri, 12 Apr 2019 14:00:05 UTC"
narendramodi,"President Putin remains a source of great strength for the India-Russia friendship. 

Under his visionary leadership, bilateral and multilateral cooperation between our nations has scaled new heights.",42325,en,False,No,"Fri, 12 Apr 2019 11:38:02 UTC"
narendramodi,"Honoured to receive this prestigious award. I thank President Putin and the people of Russia.

Foundations of India-Russia friendship are deep &amp; the future of our partnership is bright.

Extensive cooperation between our nations has led to extraordinary outcomes for our citizens. https://t.co/4ppEC7ZAWe",74211,en,False,Yes,"Fri, 12 Apr 2019 11:36:40 UTC"
narendramodi,Happy to be in Karnataka again. Speaking in Gangavathi. Watch. https://t.co/nhBJcOnMom,17531,en,False,Yes,"Fri, 12 Apr 2019 10:06:08 UTC"
narendramodi,Maharashtra supports development agenda of NDA. Speaking in Ahmednagar. https://t.co/gZbc1mxsGo,18533,en,False,Yes,"Fri, 12 Apr 2019 06:15:59 UTC"
narendramodi,"From the banks of the Ganga to the land of the Brahmaputra and Barak.  

Had wonderful campaign rallies in Bhagalpur, Mangaldoi and Silchar yesterday. 

The East and Northeast are witnessing a surge of support for NDA. https://t.co/ygM7GTrVeu",20920,en,False,Yes,"Fri, 12 Apr 2019 02:54:49 UTC"
narendramodi,"Today’s campaigns will be in Maharashtra, Karnataka and Kerala. 

Inviting the people of Ahmednagar, Gangavathi and Kozhikode to join today’s public meetings. You can also watch live on the NaMo App.",26455,en,False,No,"Fri, 12 Apr 2019 02:48:47 UTC"
narendramodi,"Birthday greetings to Lok Sabha Speaker, Sumitra Mahajan Ji. As one of India’s senior most political leaders and parliamentarians, Sumitra Tai has made a rich contribution to India’s development and strengthening our democracy. Praying for her long and healthy life. @S_MahajanLS",26400,en,False,No,"Fri, 12 Apr 2019 02:46:42 UTC"
narendramodi,"Congress seems to dislike all Chaiwallahs and anything to do with the tea industry, which explains their injustice to the sector. 

NDA Government has undone the damage of Congress. https://t.co/6DCuUpU7UE",14806,en,False,Yes,"Thu, 11 Apr 2019 17:58:02 UTC"
narendramodi,"Creating problems and leaving them unsolved is typical Congress culture. 

Assam has suffered greatly due to it. https://t.co/Z71mNyR7lw",12634,en,False,Yes,"Thu, 11 Apr 2019 17:57:24 UTC"
narendramodi,"Have a look at these photos from Assam. 

Touched by the response in Mangaldoi and Silchar! @BJP4Assam https://t.co/jF3gsnJRY1",24941,en,False,Yes,"Thu, 11 Apr 2019 17:47:29 UTC"
narendramodi,Congress' votebank politics fail in Barak Valley. Assam is with BJP. Watch from Silchar. https://t.co/mFeuartwto,16249,en,False,Yes,"Thu, 11 Apr 2019 10:38:07 UTC"
narendramodi,"महामिलावट को हमसे डर लगता है क्योंकि:

भ्रष्टाचार की सारी दुकानें बंद हो जाती हैं।

रक्षा सौदों में मलाई नहीं मिलती।

गरीबों के नाम पर ठगी बंद रहती है। 

जाति और धर्म पर आधारित इनकी राजनीति ठप रहती है। 

टुकड़े-टुकड़े गैंग खुद टुकड़े-टुकड़े होकर बिखर जाती है। https://t.co/a0Gyr2Pbox",43729,hi,False,Yes,"Thu, 11 Apr 2019 09:40:25 UTC"
narendramodi,"एनडीए की नीति स्पष्ट है:

आतंकवाद और माओवाद को नष्ट करने के लिए सेना और सुरक्षाबलों को पूरी छूट दी जाएगी। https://t.co/y9tmUNKnuG",19915,hi,False,Yes,"Thu, 11 Apr 2019 09:37:33 UTC"
narendramodi,"‘महामिलावटियों’ ने सत्तर साल लालबत्ती का रौब जमाया।
 
आपके इस चौकीदार ने लालबत्ती का कल्चर खत्म किया और गरीबों के घर सफेद बत्ती जलाई। https://t.co/AHbr1Gtm1z",20235,hi,False,Yes,"Thu, 11 Apr 2019 09:34:41 UTC"
narendramodi,"In Bihar, it’s NDA all the way! 

Grateful to my sisters and brothers of Bhagalpur for joining in large numbers. https://t.co/4835v5K1JE",11848,en,False,Yes,"Thu, 11 Apr 2019 09:32:04 UTC"
narendramodi,"Addressing a huge rally in Mangaldai, Assam. Watch. https://t.co/32VpFnnOzj",15069,en,False,Yes,"Thu, 11 Apr 2019 08:40:54 UTC"
narendramodi,Development agenda of NDA strikes a chord with Bihar. Watch from Bhagalpur. https://t.co/asmP07ULXb,17933,en,False,Yes,"Thu, 11 Apr 2019 05:41:02 UTC"
narendramodi,"Addressed mega rallies in Gujarat and Goa yesterday.

NDA's aim is - development, more development and all-round development. 

Watch highlights from the campaign. https://t.co/8GWfgWHBCW",14651,en,False,Yes,"Thu, 11 Apr 2019 02:39:59 UTC"
narendramodi,"This morning, will campaign for NDA at a rally in Bhagalpur, Bihar. 

Later in the day, will be in Assam where I will join public meetings in Mangaldai and Silchar. 

The mood across the nation is firmly in favour of the NDA.",26123,en,False,No,"Thu, 11 Apr 2019 02:38:12 UTC"
narendramodi,"2019 Lok Sabha elections commence today.

I call upon all those whose constituencies are voting in the first phase today to turn out in record numbers and exercise their franchise. 

I specially urge young and first-time voters to vote in large numbers.",42190,en,False,No,"Thu, 11 Apr 2019 01:29:41 UTC"
narendramodi,"लोकसभा चुनावों के लिए आज पहले चरण का मतदान है। 

सभी मतदाताओं से मेरी विनती है कि लोकतंत्र के इस महोत्सव में जरूर हिस्सा लें। 

अधिक-से-अधिक संख्या में मतदान करें। पहले मतदान, फिर जलपान!",61476,hi,False,No,"Thu, 11 Apr 2019 01:28:59 UTC"
narendramodi,"The Congress has never cared for the poor and now, the middle class is also on their target.

No wonder the Congress wants to increase taxes for the middle class.

In contrast, NDA ensured that the burden on the middle class decreases. https://t.co/c1uIQdjsrV",14522,en,False,Yes,"Wed, 10 Apr 2019 17:09:20 UTC"
narendramodi,"Michel Mama is singing but his words won't be music to The Dynasty's ears.

India knows who AP and FAM are.

India knows who AP is loyal to.

India knows about the FAM's greed when it comes to money. https://t.co/vzyz4ThtLB",15936,en,False,Yes,"Wed, 10 Apr 2019 17:08:47 UTC"
narendramodi,"Today was my first rally in Goa where I did not have my good friend, Manohar Parrikar by my side.

Parrikar Ji's life and message will always inspire. The dedication with which he worked for Goa has no parallel. 

India will never forget his contribution as Defence Minister. https://t.co/4kA02PRBoP",31530,en,False,Yes,"Wed, 10 Apr 2019 17:08:08 UTC"
narendramodi,कांग्रेस के कुनबे से एक और घोटाला– तुगलक रोड चुनावी घोटाला। https://t.co/rRXDEQ6wlH,22324,hi,False,Yes,"Wed, 10 Apr 2019 14:17:50 UTC"
narendramodi,"Walks that are good for health and good for the country! When young professionals take time out during lunch breaks to tell people about the good work done in the last five years, it tells us why India is crossing new milestones every day!. Thank you! https://t.co/C3XsKdEnqK",16405,en,False,Yes,"Wed, 10 Apr 2019 14:05:35 UTC"
narendramodi,"The people of Songadh have always been strong pillars of support for me. They have witnessed record development under BJP governments both in Gujarat and the Centre. No wonder their support is unwavering. 

Here are glimpses from the public meeting. https://t.co/uMceP1kfio",10110,en,False,Yes,"Wed, 10 Apr 2019 13:57:03 UTC"
narendramodi,"Grateful to the people of Junagadh for joining us in large numbers. Spoke about the NDA Government’s efforts for agriculture, water resources and fisheries. 

Also highlighted the anti-Gujarat mentality of the Congress, which never respected Sardar Patel and Morarjibhai Desai. https://t.co/stPA2wH0Rj",9768,en,False,Yes,"Wed, 10 Apr 2019 13:53:05 UTC"
narendramodi,Addressing a rally in Goa. Watch. https://t.co/WdpA15zZWH,13361,en,False,Yes,"Wed, 10 Apr 2019 12:40:35 UTC"
narendramodi,"חברי היקר ביבי @netanyahu, מזל טוב! הנך חבר יקר של הודו ואני מצפה להמשיך לעבוד איתך לקחת את השותפות הדו-צדדית שלנו",20203,iw,False,No,"Wed, 10 Apr 2019 09:55:58 UTC"
narendramodi,"My dear friend Bibi, Congratulations! You are a great friend of India, and I look forward to continuing to work with you to take our bilateral partnership to new heights. @netanyahu",62915,en,False,No,"Wed, 10 Apr 2019 09:55:33 UTC"
narendramodi,Congress has always been anti-Gujarat. People in Songadh are firmly with BJP. Watch. https://t.co/66ptEPiPxE,14932,en,False,Yes,"Wed, 10 Apr 2019 09:18:24 UTC"
narendramodi,It’s a sweep for BJP in Gujarat! Watch live from Junagadh. https://t.co/FWiU28Y8nK,17930,en,False,Yes,"Wed, 10 Apr 2019 05:40:59 UTC"
narendramodi,"Here are highlights from yesterday’s massive rallies in Maharashtra, Karnataka and Tamil Nadu. Do watch. https://t.co/mzNsxUU6kb",30528,en,False,Yes,"Wed, 10 Apr 2019 02:45:55 UTC"
narendramodi,"Today’s public meetings will take place in Gujarat and Goa, where BJP’s good governance has positively impacted several lives. Will be addressing rallies in Junagadh, Songadh and Panaji. @BJP4Gujarat @BJP4Goa",13462,en,False,No,"Wed, 10 Apr 2019 02:44:19 UTC"
narendramodi,"Spoke to @CNNnews18 on a wide range of topics relating to politics, economy and more. Do watch! https://t.co/FI0ItH6G0Q",11825,en,False,Yes,"Tue, 09 Apr 2019 14:45:05 UTC"
narendramodi,"Tamil Nadu is with development oriented NDA, not the Mahamilawat. Watch from Coimbatore. https://t.co/AvluPSJXFa",12379,en,False,Yes,"Tue, 09 Apr 2019 13:50:41 UTC"
narendramodi,"Shri Bhima Mandavi was a dedicated Karyakarta of the BJP. Diligent and courageous, he assiduously served the people of Chhattisgarh. His demise is deeply anguishing. Condolences to his family and supporters. Om Shanti.",19249,en,False,No,"Tue, 09 Apr 2019 13:27:51 UTC"
narendramodi,Strongly condemn the Maoist attack in Chhattisgarh. My tributes to the security personnel who were martyred. The sacrifices of these martyrs will not go in vain.,20358,en,False,No,"Tue, 09 Apr 2019 13:27:33 UTC"
narendramodi,"This Chowkidar is tremendously indebted to the spirit of such Chowkidars of the nation. Together, we will build a New India.
https://t.co/CBxq7LjRt7",28403,en,False,Yes,"Tue, 09 Apr 2019 13:09:30 UTC"
narendramodi,"It is inspiring to see such enthusiasm and energy among people for the nation's bright future, even when they are far away from their motherland.
https://t.co/s4f5TvlZFX",13878,en,False,Yes,"Tue, 09 Apr 2019 13:07:52 UTC"
narendramodi,"With such support, I feel even more energised to work towards fulfilling the dreams of the people. 
https://t.co/Df3uC9NYvF",17345,en,False,Yes,"Tue, 09 Apr 2019 13:04:24 UTC"
narendramodi,"I am deeply moved by such deep love and trust. I promise to return this by working even harder to take our country to greater heights.
https://t.co/lOcdd7GElT",30310,en,False,Yes,"Tue, 09 Apr 2019 13:00:56 UTC"
narendramodi,"The dangers of a weak and opportunistic Government are best seen in Karnataka. 

Power and portfolios are priorities. People don’t matter. 

Can you imagine such people running a Central Government in Delhi? 

To prevent such a horror, vote for BJP! https://t.co/DyV7AyXf8W",9477,en,False,Yes,"Tue, 09 Apr 2019 12:58:11 UTC"
narendramodi,"The spectacular rally in Chitradurga indicates the mood of Karnataka. 

Congress and JD(S) cannot talk of their work so they divide communities and harass farmers. 

Karnataka has had enough of these two parties. Our seats from the state will increase this election. https://t.co/PiSvZOhEwX",9002,en,False,Yes,"Tue, 09 Apr 2019 12:53:01 UTC"
narendramodi,"Dear first time voters,

I have a special request for you... https://t.co/0MLVBkdFQD",20833,en,False,Yes,"Tue, 09 Apr 2019 12:49:26 UTC"
narendramodi,"The same Congress that got the great Balasaheb Thackeray disenfranchised has the guts to talk about respect for democracy? 

Democracy and Congress can never go together. https://t.co/lL0J7FPxqy",10064,en,False,Yes,"Tue, 09 Apr 2019 12:44:42 UTC"
narendramodi,The enthusiasm in Latur was unparalleled. People from all sections of society came. Happy to see farmers and women join the rally in large numbers. https://t.co/K8aDf3Aqpp,8636,en,False,Yes,"Tue, 09 Apr 2019 12:41:01 UTC"
narendramodi,Shri KM Mani was a stalwart of Kerala politics. His impeccable electoral record indicated his deep connect with the citizens of the state. His rich contribution to the state will be remembered. Pained by his demise. Condolences to his family and supporters. RIP.,11182,en,False,No,"Tue, 09 Apr 2019 12:38:24 UTC"
narendramodi,Come to Mysuru and see the strong support for BJP! https://t.co/TIPJuQjbor,13655,en,False,Yes,"Tue, 09 Apr 2019 11:48:08 UTC"
narendramodi,Hello Karnataka! Beginning the campaign in the state with a massive rally in Chitradurga. Watch. https://t.co/xVTaPm5mgm,14805,en,False,Yes,"Tue, 09 Apr 2019 09:27:47 UTC"
narendramodi,RT @JagranNews: डिक्शनरी में जितने कड़वे और गंदे शब्द होंगे वो सब मेरे बारे में बोले गये...! प्रधानमंत्री नरेंद्र मोदी का दैनिक जागरण को दि…,0,hi,False,No,"Tue, 09 Apr 2019 08:18:09 UTC"
narendramodi,"RT @JagranNews: एक्सक्लूसिव इंटरव्यू में प्रधानमंत्री नरेंद्र मोदी ने कहा कि सर्जिकल स्ट्राइक के दिन भी मैं नहीं सोया...
#LokSabhaElection2…",0,hi,False,No,"Tue, 09 Apr 2019 08:17:53 UTC"
narendramodi,RT @JagranNews: पीएम मोदी ने जागरण को दिए इंटरव्‍यू में कहा कि देश की जनता और मीडिया को यह बात निष्पक्षता से कहनी चाहिए कि कांग्रेस ने जाने…,0,hi,False,No,"Tue, 09 Apr 2019 08:17:43 UTC"
narendramodi,"सेक्युलरिज्म के नाम पर सम्प्रदायवाद करने वालों को अब परिणाम सामने दिख रहा है। अपनी डूबती नैया बचाने के लिए वे संप्रदाय विशेष से वोट मांगते फिर रहे हैं। 

असल चिंता का विषय यह है कि जो अपने आप को सेक्युलरिज्म का ठेकेदार मानते हैं, वे चुप हैं।
https://t.co/Hb1FTD8qXW",28223,hi,False,Yes,"Tue, 09 Apr 2019 08:16:27 UTC"
narendramodi,"गरीबों के नाम पर हमने राजनीति नहीं की, काम किया। दैनिक जागरण को दिए इंटरव्यू में मैंने कई विषयों पर विस्तार से अपनी बातें रखीं। पढ़िए पूरा इंटरव्यू:
https://t.co/aqpgrf2tDR",23830,hi,False,Yes,"Tue, 09 Apr 2019 08:12:21 UTC"
narendramodi,Euphoric atmosphere in Latur. Addressing a large rally. Watch. https://t.co/PBvXiGdnmh,16227,en,False,Yes,"Tue, 09 Apr 2019 06:09:21 UTC"
narendramodi,RT @news18dotcom: “The government must have the power to protect its armed forces. Only then will they have the morale to fight. Revoking A…,0,en,False,No,"Tue, 09 Apr 2019 05:36:08 UTC"
narendramodi,"RT @news18dotcom: “I am not worried about Mayawati. Her ship is sinking. She is looking for support from Muslims to stay afloat,"" says @nar…",0,en,False,No,"Tue, 09 Apr 2019 05:35:49 UTC"
narendramodi,RT @CNNnews18: #ModiSpeaksToNews18 -- I have not personally attacked the Gandhis on corruption. We are opposed to corruption. Isn’t action…,0,en,False,No,"Tue, 09 Apr 2019 05:35:38 UTC"
narendramodi,"RT @news18dotcom: “Scams were put in cold storage and we thought they should be probed. If the scams are surfacing, the people behind them…",0,en,False,No,"Tue, 09 Apr 2019 05:34:43 UTC"
narendramodi,"RT @news18dotcom: In an exclusive interview with  Network18 Group Editor-in-Chief @18RahulJoshi Joshi, PM @narendramodi set the agenda for…",0,en,False,No,"Tue, 09 Apr 2019 05:33:51 UTC"
narendramodi,"Will be campaigning in Maharashtra, Karnataka and Tamil Nadu. 

Looking forward to addressing rallies in Latur, Chitradurga, Mysuru and Coimbatore. 

Do watch the rallies live on the NaMo App. @BJP4Maharashtra @BJP4Karnataka @BJP4TamilNadu",19779,en,False,No,"Tue, 09 Apr 2019 02:47:38 UTC"
narendramodi,"राष्ट्रवाद हमारी प्रेरणा है, अंत्योदय हमारा दर्शन है और सुशासन हमारा मंत्र है। 

हमारा संकल्प पत्र सुशासन-पत्र है, राष्ट्र की सुरक्षा का पत्र है और राष्ट्र की समृद्धि का भी पत्र है। 

आप इसे जरूर पढ़ें। #BJPSankalpPatr2019 https://t.co/buyXVSkknh",47047,hi,False,Yes,"Mon, 08 Apr 2019 15:21:31 UTC"
narendramodi,"#BJPSankalpPatr2019 offers a rich account of the work done by the NDA Government and presents a vision for the coming years. 

Based on our track record, the NDA stands committed to provide a strong and stable Government yet again. 

Do read the manifesto. https://t.co/buyXVSkknh",21450,en,False,Yes,"Mon, 08 Apr 2019 15:20:47 UTC"
narendramodi,"A commitment for a strong, prosperous and secure India...launching the #BJPSankalpPatr2019. Watch. https://t.co/iqRUqhPbv1",31143,en,False,Yes,"Mon, 08 Apr 2019 07:13:23 UTC"
narendramodi,Amazing enthusiasm! Hats off to the people who joined these programmes in Chennai and Hyderabad. Such efforts are deeply cherished. https://t.co/Z6907BRYwm,39712,en,False,Yes,"Sun, 07 Apr 2019 17:50:11 UTC"
narendramodi,"In the Northeast, Congress has committed too many fouls. No wonder people are going to Red Card the Congress! https://t.co/9GlAhPwzH4",14008,en,False,Yes,"Sun, 07 Apr 2019 16:55:28 UTC"
narendramodi,"What are the compulsions that make Mahamilawat leaders speak the language of anti-India elements?

Why has Modi hatred made Opposition leaders support those who want to destroy India? https://t.co/9QUUtZiCAh",21287,en,False,Yes,"Sun, 07 Apr 2019 16:54:50 UTC"
